One Address,0xAddress,StakedWei,StakedONE
one1g3f6aq50yecku87w4s5vp23hdd2slxstd488hd,0x4453Ae828F26716E1fCeac28c0aa376b550f9A0B,4402153618547699031400000,"4,402,154"
one1ven7jzmcnnqynq0sjzkk5qatdyvnffyh9srghy,0x6667e90B789Cc04981f090Ad6A03AB691934A497,3960063361664500000400000,"3,960,063"
one18r3lv27kw5ye203m0x3w58cr734wy2wqa6l8ur,0x38E3f62bD67509953e3b79A2ea1F03F46ae229c0,3632455138792191186000000,"3,632,455"
one1kxjfy7f7xn56wn477t5y4rpkk5vkem4lpngkp3,0xB1A492793E34E9a74Ebef2E84A8c36B5196CeEbf,4749111674528557523330000,"4,749,112"
one1sysxe76tej90vgy22cwfdah0h3t763n7utwach,0x81206CFb4bCc8AF6208a561c96F6EFBc57Ed467E,6480240096720472831300000,"6,480,240"
one1njzn5ujup8u0wgugyl4qugen5lnane9krwvpwy,0x9c853a725C09f8F7238827Ea0E2333A7E7D9e4b6,3271106860457639110330406,"3,271,107"
one1kh9xzevupc60jyw3t0r7wgsgkml8kw8w32z3h3,0xB5ca61659C0e34F911D15bC7E72208b6fe7B38ee,21544039588678520484799122,"21,544,040"
one13hr88u4zjrx2rf9gkdchawppdnsrctunlxug56,0x8Dc673F2a290CCA1a4A8b3717Eb8216CE03C2f93,9046964640546493059930000,"9,046,965"
one13d4ayjcynp55t8auv3w6cf5azmn9wfdfd4rugr,0x8b6bd24b049869459FbC645Dac269d16E65725A9,4834391089047368668000000,"4,834,391"
one1zvmk8a7e8u4ugfqlnp2lwxl9qshsyz3qr8jl9y,0x133763F7d93f2bC4241f9855F71bE5042f020A20,7067208613397370000000000,"7,067,209"
one15jcr9y6sv87kr4yujnavhnwenjc49l7cqhfx55,0xA4B032935061fD61d49c94FACbCdD99CB152ffd8,5518471490616706587910000,"5,518,471"
one1xt9egqa8vqud0rfuyg0qrz4zh0e85axmg3dp8r,0x32cB9403A76038D78D3c221E018aa2BbF27a74Db,4492982831104300000000000,"4,492,983"
one1w7nvheulzwprf9d9a3r8sqtv5q47qlqx7kured,0x77A6cBE79F13823495A5ec4678016CA02bE07c06,12843196295548058247200670,"12,843,196"
one1d35azu2d56wncw4p5rz0320wt4hqxpqt9rpjxg,0x6C69d1714da69d3C3aA1a0c4F8A9Ee5D6E03040b,4368749628976312157460000,"4,368,750"
one1fj55hlmffs3j5y7jn9f72e2dcf560q85end4jc,0x4ca94bff694C232A13d29953e5654dC269a780f4,4018095434754680984310000,"4,018,095"
one1fgw6f4ln65e2jl5gfp0guw9zm2zh3y948a85q9,0x4A1da4d7F3d532a97e88485E8E38A2DA857890b5,10000000000000000000000,"10,000"
one193aqd5rmhr9prh2u8y6u4qftklpawk520l80u8,0x2C7a06d07BB8Ca11dD5C3935ca812bB7C3d75A8A,5102434651828002031200000,"5,102,435"
one13e022esy83vtalcal8fgcrpn66qls5dzpsmduc,0x8e5Ea566043C58BEff1dF9D28C0C33d681f851A2,5010990629100000000200000,"5,010,991"
one1xthdv58tg7fc2qv7ltu6399hnvwtvcld9krzrx,0x32EEd650eB479385019efaF9a894B79b1Cb663eD,8094575100000000000000000,"8,094,575"
one18qk5uszfjq5wrkm2gfstqpx56jdpn0xd4563tk,0x382D4e40499028E1Db6a4260B004d4d49a19BCcD,3936040775344100000000000,"3,936,041"
one1kmlg23tk9xdn3nfhjsuje67t375y2zt5gaatvr,0xb6Fe854576299b38cd3794392CebCb8fa8450974,3896714904530000002000000,"3,896,715"
one1kp4h9f9hj859vasam9wk037r0gnsmguq5sw3xd,0xb06B72a4b791E856761dd95D67C7c37a270Da380,4500837009296069154100000,"4,500,837"
one1q6mzfhp3n6r24zsfmqqhpz4g20jgn872vsum7s,0x06B624DC319E86AA8A09d801708aa853e4899FcA,3389788139033373439120000,"3,389,788"
one1c3jsdzfe4tqxuhc0z98y92jfre8w2k4z7zukun,0xc465068939AAC06E5F0f114e42Aa491e4EE55AA2,3837396896861018655363141,"3,837,397"
one1ykuxcgpsttwvwkevl5wlqkpfevcl8xar8dv52w,0x25b86C20305ADcC75B2cFd1Df05829Cb31F39Ba3,10110999999999946666668,"10,111"
one100e8xnhclh9sth9l5jqnywgwfckpf56v4sxfzg,0x7Bf2734EF8fDCB05DCbfa48132390E4e2c14d34C,4688392436564134004000000,"4,688,392"
one1js206uh839hfm5zpcv2sfd58hya6l065zlt8g6,0x9414fD72e7896e9dd041c31504B687B93bafBF54,21899300000000000000000,"21,899"
one12htnm28u4vgjwvy45v4k9eavgmllkwqxvq20l8,0x55d73Da8FCab11273095A32B62E7Ac46FFfb3806,3822462395673265599770000,"3,822,462"
one1xamcy7dkrtmgm3wya0gx8hv6zkaj30th77ufwa,0x37778279b61Af68DC5C4EBd063dD9a15bb28Bd77,11250000000000000000000,"11,250"
one1pr9wwqpamthyg6xvn2lcp26j0jphzvjuw22y64,0x08caE7003DDaEE4468cc9ABF80Ab527c8371325c,2635956152163732809740000,"2,635,956"
one1p2z4zeungp0c0uw4uw7g4avu9rtensjjulrctl,0x0a85516793405f87F1d5E3bC8AF59C28D799C252,3988236846226822722470000,"3,988,237"
one139wxucm2rl0aag8ej24r2rh0qk86dylvszxg5u,0x895C6E636a1fDfDea0f992aa350EeF058Fa693eC,6220589657589313635350876,"6,220,590"
one13huhkfy9v0g6ygcptghljmem3yas3ceaeg9mg4,0x8dF97B248563D1a223015A2Ff96f3B893B08e33d,71533013625575006100000,"71,533"
one199wuwepjjefwyyx8tc3g74mljmnnfulnzf7a6a,0x295DC764329652e210C75E228F577f96e734F3F3,8109136635828349640180000,"8,109,137"
one132ggm0mgxdt4l8etud9e5gzpv8psgx30p7hxsq,0x8A908DBF6833575F9f2BE34b9a204161C3041A2f,4548112962890791000500000,"4,548,113"
one1a8x2c59aqj0qsl7n8tr2skfrp2yrx56f9uspe2,0xe9CCAC50bD049e087fd33AC6a859230a88335349,3805019886440503096030532,"3,805,020"
one16u6zx7q5uymkaxeysk8plh0z4ths0vhypmj8vj,0xD734237814E1376E9b24858E1Fdde2aAEf07b2E4,5039928658088500000000000,"5,039,929"
one1ux42suc24pp2zprhqpucjk2cmz9falhxnkvt5r,0xE1AAA8730aA842a104770079895958D88a9eFeE6,5198438938517300000000000,"5,198,439"
one1rw02h0xmks5ungx63tkdw0xn8xc4hjzf3xt8tw,0x1b9eABbcDbB429c9A0Da8aECD73CD339B15bC849,10000000000000000000000,"10,000"
one1wsd6250ng8amr9c488y08rp2txf64r4sxxjcut,0x741Ba551F341FBb1971539C8f38c2A5993Aa8eb0,10000000000000000000000,"10,000"
one1j35d0vd4uzwffeawjjfukn8t9wjt8csungj0z0,0x9468D7b1B5e09C94e7aE9493cB4ceb2BA4B3e21c,5009792547334888036220000,"5,009,793"
one1l8xdklsnv4al72mtmfrqzt5hyxjja38asql8ht,0xF9ccdb7E13657bff2b6bDA46012e9721a52ec4fD,10000000000000000000000,"10,000"
one1p7hpxunckupkdwsytjetnd95tqe3pnsccpw4uu,0x0fAe137278B70366BA045CB2b9b4b4583310ce18,4205349472715892124660000,"4,205,349"
one13e4q0llwd9m9zvc96lxjf6re654j9x488hqhq8,0x8e6a07FFeE6976513305d7cd24E879d52B229Aa7,432848145403379999900000,"432,848"
one1ugvtdxau0mmd38wt42na9la9melp84alnfkyx4,0xe218b69Bbc7Ef6D89DCbaaA7D2FfA5dE7E13D7bF,3968143711069242504360000,"3,968,144"
one18kajg4dzdvu2dxejarp0udh4av9gejz0csqus7,0x3dbb2455A26B38a69b32E8c2fE36F5eb0a8CC84f,5023100000000000000000000,"5,023,100"
one1kj9g80edz0n8jyyquzvq93wctjwh26etmg8gzx,0xb48A83BF2d13e6791080e09802C5D85C9d756B2b,5025590842759576314570000,"5,025,591"
one1pk2ulhzxe8enytjmhh2c4g87jwr8gg552k9gvk,0x0d95cFDC46C9F3322e5BBdd58aa0FE9386742294,4264095711223936222070000,"4,264,096"
one1nf50jmyvckd0795mu4qhm6zfxppesulafejzvl,0x9a68F96C8cC59AFF169bE5417dE84930439873FD,3968507157118049225660000,"3,968,507"
one1qyfqyq73qdry2hasnzt5a88ngwhtt7qq4nv2nm,0x01120203d10346455fb098974E9cF343AeB5F800,3947230400822428880563994,"3,947,230"
one1mgptpfczc83lyv59zgy9wh73r4g9luqhsjyaw5,0xdA02B0A702c1e3F232851208575FD11d505Ff017,4679075249262708239242926,"4,679,075"
one14v636te9jxp4d9f2c5uwa9hvqmmmut4fdtpxw5,0xAb351D2f25918356952AC538EE96eC06F7Be2ea9,4081867463682575106180000,"4,081,867"
one1cdjrq0pzz7s69rpzy428zemrg34emhsxsg6c20,0xC364303c2217a1a28C222554716763446b9ddE06,3907848444107098236370000,"3,907,848"
